Unnamed: 0,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,sale,month_name,City,Hour,grouped
479,248616,iPhone,1,700.0,2019-09-08 14:35:00,"870 Washington St, San Francisco, CA 94016",700.0,September, San Francisco,14,"iPhone,Apple Airpods Headphones"
543,248679,Vareebadd Phone,1,400.0,2019-09-15 11:04:00,"47 Meadow St, San Francisco, CA 94016",400.0,September, San Francisco,11,"Vareebadd Phone,USB-C Charging Cable"
592,248727,Apple Airpods Headphones,1,150.0,2019-09-20 14:14:00,"583 Pine St, Portland, ME 04101",150.0,September, Portland,14,"Apple Airpods Headphones,Lightning Charging Cable"
597,248731,Lightning Charging Cable,1,14.95,2019-09-24 20:39:00,"388 North St, Los Angeles, CA 90001",14.95,September, Los Angeles,20,"Lightning Charging Cable,Bose SoundSport Headphones"
613,248746,Lightning Charging Cable,1,14.95,2019-09-04 10:36:00,"667 Maple St, Austin, TX 73301",14.95,September, Austin,10,"Lightning Charging Cable,AA Batteries (4-pack)"
655,248787,AA Batteries (4-pack),1,3.84,2019-09-09 12:30:00,"705 Adams St, San Francisco, CA 94016",3.84,September, San Francisco,12,"AA Batteries (4-pack),AA Batteries (4-pack)"
680,248811,Lightning Charging Cable,1,14.95,2019-09-20 12:12:00,"688 Johnson St, San Francisco, CA 94016",14.95,September, San Francisco,12,"Lightning Charging Cable,AA Batteries (4-pack)"
707,248837,Lightning Charging Cable,1,14.95,2019-09-26 11:51:00,"762 5th St, Seattle, WA 98101",14.95,September, Seattle,11,"Lightning Charging Cable,27in FHD Monitor"
727,248856,Vareebadd Phone,1,400.0,2019-09-15 14:00:00,"514 10th St, Dallas, TX 75001",400.0,September, Dallas,14,"Vareebadd Phone,USB-C Charging Cable"
757,248885,Google Phone,1,600.0,2019-09-15 23:41:00,"637 Cedar St, Dallas, TX 75001",600.0,September, Dallas,23,"Google Phone,USB-C Charging Cable"
774,248901,Google Phone,1,600.0,2019-09-24 08:11:00,"626 5th St, Los Angeles, CA 90001",600.0,September, Los Angeles,8,"Google Phone,Wired Headphones"
798,248924,Lightning Charging Cable,1,14.95,2019-09-19 13:12:00,"984 7th St, Seattle, WA 98101",14.95,September, Seattle,13,"Lightning Charging Cable,USB-C Charging Cable"
818,248943,Google Phone,1,600.0,2019-09-11 17:48:00,"555 Hickory St, Dallas, TX 75001",600.0,September, Dallas,17,"Google Phone,USB-C Charging Cable"
829,248953,Google Phone,1,600.0,2019-09-18 11:13:00,"789 Jefferson St, Seattle, WA 98101",600.0,September, Seattle,11,"Google Phone,Wired Headphones"
862,248985,iPhone,1,700.0,2019-09-24 23:17:00,"82 Chestnut St, Dallas, TX 75001",700.0,September, Dallas,23,"iPhone,Lightning Charging Cable"
867,248989,AA Batteries (4-pack),1,3.84,2019-09-08 10:59:00,"838 Lincoln St, New York City, NY 10001",3.84,September, New York City,10,"AA Batteries (4-pack),Lightning Charging Cable"
880,249001,ThinkPad Laptop,1,999.99,2019-09-10 00:34:00,"95 Cherry St, Los Angeles, CA 90001",999.99,September, Los Angeles,0,"ThinkPad Laptop,AAA Batteries (4-pack)"
961,249081,iPhone,1,700.0,2019-09-19 22:23:00,"108 Dogwood St, San Francisco, CA 94016",700.0,September, San Francisco,22,"iPhone,Lightning Charging Cable,Wired Headphones"
966,249084,Google Phone,1,600.0,2019-09-15 12:22:00,"604 West St, Los Angeles, CA 90001",600.0,September, Los Angeles,12,"Google Phone,USB-C Charging Cable"
987,249104,iPhone,1,700.0,2019-09-13 12:50:00,"323 2nd St, Boston, MA 02215",700.0,September, Boston,12,"iPhone,Lightning Charging Cable"
1000,249116,Google Phone,1,600.0,2019-09-10 13:11:00,"605 Cedar St, San Francisco, CA 94016",600.0,September, San Francisco,13,"Google Phone,USB-C Charging Cable"
1012,249127,iPhone,1,700.0,2019-09-14 17:55:00,"440 West St, New York City, NY 10001",700.0,September, New York City,17,"iPhone,Lightning Charging Cable"
1014,249128,Apple Airpods Headphones,1,150.0,2019-09-26 14:16:00,"757 6th St, San Francisco, CA 94016",150.0,September, San Francisco,14,"Apple Airpods Headphones,Bose SoundSport Headphones"
1057,249170,Google Phone,1,600.0,2019-09-04 20:33:00,"768 7th St, San Francisco, CA 94016",600.0,September, San Francisco,20,"Google Phone,27in FHD Monitor"
1132,249244,iPhone,1,700.0,2019-09-25 11:25:00,"170 Pine St, Portland, OR 97035",700.0,September, Portland,11,"iPhone,Lightning Charging Cable"
1195,249306,Lightning Charging Cable,1,14.95,2019-09-23 11:39:00,"639 7th St, Austin, TX 73301",14.95,September, Austin,11,"Lightning Charging Cable,USB-C Charging Cable"
1218,249328,Google Phone,1,600.0,2019-09-11 20:44:00,"123 14th St, New York City, NY 10001",600.0,September, New York City,20,"Google Phone,20in Monitor"
1271,249380,iPhone,1,700.0,2019-09-28 19:16:00,"976 5th St, Los Angeles, CA 90001",700.0,September, Los Angeles,19,"iPhone,Wired Headphones"
1281,249389,Macbook Pro Laptop,1,1700.0,2019-09-10 14:00:00,"6 13th St, Seattle, WA 98101",1700.0,September, Seattle,14,"Macbook Pro Laptop,Google Phone"
1283,249390,AA Batteries (4-pack),1,3.84,2019-09-19 16:09:00,"412 Jefferson St, San Francisco, CA 94016",3.84,September, San Francisco,16,"AA Batteries (4-pack),Lightning Charging Cable"
1290,249396,USB-C Charging Cable,1,11.95,2019-09-18 23:56:00,"327 Willow St, San Francisco, CA 94016",11.95,September, San Francisco,23,"USB-C Charging Cable,Google Phone"
1316,249421,iPhone,1,700.0,2019-09-19 15:39:00,"478 Lakeview St, San Francisco, CA 94016",700.0,September, San Francisco,15,"iPhone,Lightning Charging Cable"
1326,249430,Google Phone,1,600.0,2019-09-15 19:18:00,"938 Walnut St, Seattle, WA 98101",600.0,September, Seattle,19,"Google Phone,Wired Headphones"
1336,249439,AA Batteries (4-pack),1,3.84,2019-09-07 17:58:00,"719 12th St, Los Angeles, CA 90001",3.84,September, Los Angeles,17,"AA Batteries (4-pack),27in FHD Monitor"
1342,249444,Google Phone,1,600.0,2019-09-27 23:42:00,"86 Madison St, New York City, NY 10001",600.0,September, New York City,23,"Google Phone,Wired Headphones"
1354,249455,Google Phone,1,600.0,2019-09-28 21:34:00,"903 Lake St, San Francisco, CA 94016",600.0,September, San Francisco,21,"Google Phone,USB-C Charging Cable"
1368,249468,USB-C Charging Cable,1,11.95,2019-09-25 11:12:00,"271 Adams St, Los Angeles, CA 90001",11.95,September, Los Angeles,11,"USB-C Charging Cable,Wired Headphones"
1399,249498,AAA Batteries (4-pack),2,2.99,2019-09-19 22:18:00,"254 Pine St, San Francisco, CA 94016",5.98,September, San Francisco,22,"AAA Batteries (4-pack),Lightning Charging Cable"
1443,249541,Wired Headphones,1,11.99,2019-09-11 18:07:00,"328 7th St, San Francisco, CA 94016",11.99,September, San Francisco,18,"Wired Headphones,AA Batteries (4-pack)"
1452,249549,Vareebadd Phone,1,400.0,2019-09-10 15:31:00,"231 River St, San Francisco, CA 94016",400.0,September, San Francisco,15,"Vareebadd Phone,USB-C Charging Cable"
1509,249605,Apple Airpods Headphones,1,150.0,2019-09-04 16:10:00,"69 13th St, New York City, NY 10001",150.0,September, New York City,16,"Apple Airpods Headphones,Wired Headphones"
1513,249608,iPhone,1,700.0,2019-09-05 17:02:00,"351 14th St, New York City, NY 10001",700.0,September, New York City,17,"iPhone,Apple Airpods Headphones"
1522,249616,ThinkPad Laptop,1,999.99,2019-09-01 16:50:00,"42 2nd St, San Francisco, CA 94016",999.99,September, San Francisco,16,"ThinkPad Laptop,Lightning Charging Cable"
1570,249663,Lightning Charging Cable,2,14.95,2019-09-24 15:05:00,"772 12th St, Atlanta, GA 30301",29.9,September, Atlanta,15,"Lightning Charging Cable,Apple Airpods Headphones"
1584,249676,AAA Batteries (4-pack),2,2.99,2019-09-02 11:44:00,"796 Highland St, Atlanta, GA 30301",5.98,September, Atlanta,11,"AAA Batteries (4-pack),AA Batteries (4-pack)"
1609,249700,Google Phone,1,600.0,2019-09-09 18:17:00,"624 12th St, Atlanta, GA 30301",600.0,September, Atlanta,18,"Google Phone,USB-C Charging Cable"
1629,249719,Flatscreen TV,1,300.0,2019-09-18 21:34:00,"510 Lake St, San Francisco, CA 94016",300.0,September, San Francisco,21,"Flatscreen TV,AAA Batteries (4-pack)"
1661,249750,USB-C Charging Cable,1,11.95,2019-09-27 12:03:00,"822 4th St, Boston, MA 02215",11.95,September, Boston,12,"USB-C Charging Cable,AAA Batteries (4-pack)"
1670,249758,LG Dryer,1,600.0,2019-09-03 14:29:00,"648 Lake St, Portland, OR 97035",600.0,September, Portland,14,"LG Dryer,Lightning Charging Cable"
1679,249766,iPhone,1,700.0,2019-09-30 17:21:00,"864 Maple St, Los Angeles, CA 90001",700.0,September, Los Angeles,17,"iPhone,Apple Airpods Headphones"
1688,249774,AAA Batteries (4-pack),2,2.99,2019-09-04 10:22:00,"337 Lake St, Los Angeles, CA 90001",5.98,September, Los Angeles,10,"AAA Batteries (4-pack),Apple Airpods Headphones"
1726,249811,Wired Headphones,1,11.99,2019-09-11 14:27:00,"559 8th St, Portland, OR 97035",11.99,September, Portland,14,"Wired Headphones,AA Batteries (4-pack)"
1777,249861,iPhone,1,700.0,2019-09-05 22:12:00,"399 Lincoln St, Los Angeles, CA 90001",700.0,September, Los Angeles,22,"iPhone,Lightning Charging Cable"
1801,249884,Google Phone,1,600.0,2019-09-06 20:45:00,"156 Ridge St, Los Angeles, CA 90001",600.0,September, Los Angeles,20,"Google Phone,USB-C Charging Cable"
1813,249895,34in Ultrawide Monitor,1,379.99,2019-09-19 22:14:00,"901 South St, San Francisco, CA 94016",379.99,September, San Francisco,22,"34in Ultrawide Monitor,34in Ultrawide Monitor"
1818,249899,Google Phone,1,600.0,2019-09-03 21:28:00,"975 Pine St, New York City, NY 10001",600.0,September, New York City,21,"Google Phone,USB-C Charging Cable"
1830,249910,AAA Batteries (4-pack),1,2.99,2019-09-09 18:34:00,"295 Meadow St, San Francisco, CA 94016",2.99,September, San Francisco,18,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
1897,249976,Google Phone,1,600.0,2019-09-04 13:50:00,"379 Cedar St, Atlanta, GA 30301",600.0,September, Atlanta,13,"Google Phone,Wired Headphones"
1914,249992,Bose SoundSport Headphones,1,99.99,2019-09-28 16:09:00,"641 1st St, New York City, NY 10001",99.99,September, New York City,16,"Bose SoundSport Headphones,Macbook Pro Laptop"
1928,250005,Google Phone,1,600.0,2019-09-08 00:58:00,"360 Hill St, San Francisco, CA 94016",600.0,September, San Francisco,0,"Google Phone,USB-C Charging Cable"
1933,250009,AA Batteries (4-pack),1,3.84,2019-09-09 09:33:00,"956 Meadow St, Boston, MA 02215",3.84,September, Boston,9,"AA Batteries (4-pack),AAA Batteries (4-pack)"
2018,250093,Google Phone,1,600.0,2019-09-24 17:02:00,"524 Sunset St, Boston, MA 02215",600.0,September, Boston,17,"Google Phone,USB-C Charging Cable"
2057,250131,AAA Batteries (4-pack),1,2.99,2019-09-11 21:00:00,"469 Madison St, Los Angeles, CA 90001",2.99,September, Los Angeles,21,"AAA Batteries (4-pack),ThinkPad Laptop"
2066,250139,Google Phone,1,600.0,2019-10-01 00:53:00,"132 10th St, San Francisco, CA 94016",600.0,October, San Francisco,0,"Google Phone,USB-C Charging Cable"
2085,250157,Vareebadd Phone,1,400.0,2019-09-08 11:12:00,"459 Madison St, Seattle, WA 98101",400.0,September, Seattle,11,"Vareebadd Phone,USB-C Charging Cable"
2087,250158,27in 4K Gaming Monitor,1,389.99,2019-09-12 17:53:00,"832 Ridge St, Seattle, WA 98101",389.99,September, Seattle,17,"27in 4K Gaming Monitor,USB-C Charging Cable"
2104,250174,Apple Airpods Headphones,1,150.0,2019-09-30 19:32:00,"490 6th St, New York City, NY 10001",150.0,September, New York City,19,"Apple Airpods Headphones,Apple Airpods Headphones"
2116,250185,AAA Batteries (4-pack),1,2.99,2019-09-18 00:46:00,"354 River St, New York City, NY 10001",2.99,September, New York City,0,"AAA Batteries (4-pack),27in FHD Monitor"
2119,250187,Google Phone,1,600.0,2019-09-02 23:35:00,"545 Madison St, Atlanta, GA 30301",600.0,September, Atlanta,23,"Google Phone,USB-C Charging Cable"
2177,250244,iPhone,1,700.0,2019-09-01 11:04:00,"784 Highland St, New York City, NY 10001",700.0,September, New York City,11,"iPhone,Apple Airpods Headphones"
2233,250299,iPhone,1,700.0,2019-09-29 12:09:00,"43 6th St, Atlanta, GA 30301",700.0,September, Atlanta,12,"iPhone,Lightning Charging Cable"
2275,250340,USB-C Charging Cable,1,11.95,2019-09-27 18:51:00,"381 Jefferson St, Boston, MA 02215",11.95,September, Boston,18,"USB-C Charging Cable,27in FHD Monitor"
2280,250344,Apple Airpods Headphones,1,150.0,2019-09-26 17:27:00,"743 South St, Austin, TX 73301",150.0,September, Austin,17,"Apple Airpods Headphones,AAA Batteries (4-pack)"
2311,250374,Apple Airpods Headphones,1,150.0,2019-09-23 15:02:00,"529 Dogwood St, Atlanta, GA 30301",150.0,September, Atlanta,15,"Apple Airpods Headphones,AA Batteries (4-pack)"
2324,250386,Flatscreen TV,1,300.0,2019-09-27 12:12:00,"281 Pine St, San Francisco, CA 94016",300.0,September, San Francisco,12,"Flatscreen TV,AAA Batteries (4-pack)"
2337,250398,Lightning Charging Cable,1,14.95,2019-09-18 18:25:00,"362 Forest St, Los Angeles, CA 90001",14.95,September, Los Angeles,18,"Lightning Charging Cable,20in Monitor"
2424,250484,LG Dryer,1,600.0,2019-09-02 21:45:00,"563 Main St, Atlanta, GA 30301",600.0,September, Atlanta,21,"LG Dryer,AA Batteries (4-pack)"
2475,250534,Wired Headphones,1,11.99,2019-09-29 21:37:00,"960 Madison St, Dallas, TX 75001",11.99,September, Dallas,21,"Wired Headphones,iPhone"
2491,250549,iPhone,1,700.0,2019-09-11 08:44:00,"836 11th St, Seattle, WA 98101",700.0,September, Seattle,8,"iPhone,Lightning Charging Cable"
2494,250551,Flatscreen TV,1,300.0,2019-09-29 00:29:00,"268 Meadow St, Austin, TX 73301",300.0,September, Austin,0,"Flatscreen TV,Lightning Charging Cable"
2543,250599,Google Phone,1,600.0,2019-09-02 17:24:00,"116 1st St, Los Angeles, CA 90001",600.0,September, Los Angeles,17,"Google Phone,USB-C Charging Cable"
2556,250611,Wired Headphones,1,11.99,2019-09-03 17:17:00,"617 Madison St, Austin, TX 73301",11.99,September, Austin,17,"Wired Headphones,Flatscreen TV"
2571,250625,iPhone,1,700.0,2019-09-11 20:18:00,"225 Forest St, Austin, TX 73301",700.0,September, Austin,20,"iPhone,Lightning Charging Cable"
2620,250673,ThinkPad Laptop,1,999.99,2019-09-07 11:09:00,"466 Cherry St, New York City, NY 10001",999.99,September, New York City,11,"ThinkPad Laptop,LG Dryer"
2695,250747,Vareebadd Phone,1,400.0,2019-09-29 13:24:00,"230 9th St, Seattle, WA 98101",400.0,September, Seattle,13,"Vareebadd Phone,USB-C Charging Cable"
2703,250754,iPhone,1,700.0,2019-09-28 12:58:00,"170 Dogwood St, Portland, OR 97035",700.0,September, Portland,12,"iPhone,Lightning Charging Cable,Wired Headphones"
2735,250784,Google Phone,1,600.0,2019-09-04 13:52:00,"261 Lincoln St, Boston, MA 02215",600.0,September, Boston,13,"Google Phone,USB-C Charging Cable"
2750,250798,iPhone,1,700.0,2019-09-29 23:52:00,"137 Cherry St, San Francisco, CA 94016",700.0,September, San Francisco,23,"iPhone,Lightning Charging Cable"
2771,250818,27in FHD Monitor,1,149.99,2019-09-07 13:45:00,"59 Lake St, Austin, TX 73301",149.99,September, Austin,13,"27in FHD Monitor,Apple Airpods Headphones"
2774,250820,iPhone,1,700.0,2019-09-16 23:15:00,"753 Dogwood St, Portland, OR 97035",700.0,September, Portland,23,"iPhone,Wired Headphones"
2787,250832,iPhone,1,700.0,2019-09-08 08:16:00,"750 Willow St, New York City, NY 10001",700.0,September, New York City,8,"iPhone,Lightning Charging Cable"
2793,250837,Google Phone,1,600.0,2019-09-28 14:51:00,"97 Highland St, Boston, MA 02215",600.0,September, Boston,14,"Google Phone,USB-C Charging Cable"
2807,250850,Google Phone,1,600.0,2019-09-15 15:29:00,"186 Lincoln St, Los Angeles, CA 90001",600.0,September, Los Angeles,15,"Google Phone,USB-C Charging Cable"
2844,250886,iPhone,1,700.0,2019-09-03 20:07:00,"566 North St, San Francisco, CA 94016",700.0,September, San Francisco,20,"iPhone,Lightning Charging Cable"
2873,250914,Google Phone,1,600.0,2019-09-29 18:56:00,"560 Walnut St, Portland, OR 97035",600.0,September, Portland,18,"Google Phone,Bose SoundSport Headphones"
2935,250975,AAA Batteries (4-pack),2,2.99,2019-09-28 16:10:00,"606 Washington St, Dallas, TX 75001",5.98,September, Dallas,16,"AAA Batteries (4-pack),34in Ultrawide Monitor"
2939,250978,Apple Airpods Headphones,1,150.0,2019-09-22 16:36:00,"156 Lake St, San Francisco, CA 94016",150.0,September, San Francisco,16,"Apple Airpods Headphones,AA Batteries (4-pack)"
2944,250982,27in FHD Monitor,1,149.99,2019-09-02 22:08:00,"655 Cedar St, Boston, MA 02215",149.99,September, Boston,22,"27in FHD Monitor,34in Ultrawide Monitor"
3047,251084,Google Phone,1,600.0,2019-09-02 15:03:00,"926 Forest St, Seattle, WA 98101",600.0,September, Seattle,15,"Google Phone,USB-C Charging Cable"
3096,251132,AAA Batteries (4-pack),1,2.99,2019-09-26 06:30:00,"406 Lincoln St, San Francisco, CA 94016",2.99,September, San Francisco,6,"AAA Batteries (4-pack),Flatscreen TV"
3099,251134,iPhone,1,700.0,2019-09-16 12:44:00,"281 Center St, Boston, MA 02215",700.0,September, Boston,12,"iPhone,Lightning Charging Cable"
3140,251174,USB-C Charging Cable,1,11.95,2019-09-11 00:49:00,"896 2nd St, San Francisco, CA 94016",11.95,September, San Francisco,0,"USB-C Charging Cable,27in 4K Gaming Monitor"
3147,251180,Lightning Charging Cable,1,14.95,2019-09-22 07:11:00,"983 14th St, New York City, NY 10001",14.95,September, New York City,7,"Lightning Charging Cable,Wired Headphones"
3188,251220,Wired Headphones,2,11.99,2019-09-17 05:49:00,"153 Meadow St, Portland, ME 04101",23.98,September, Portland,5,"Wired Headphones,Wired Headphones"
3195,251226,Google Phone,1,600.0,2019-09-07 02:09:00,"999 Lakeview St, Austin, TX 73301",600.0,September, Austin,2,"Google Phone,USB-C Charging Cable"
3210,251240,Vareebadd Phone,1,400.0,2019-09-09 19:34:00,"507 11th St, Seattle, WA 98101",400.0,September, Seattle,19,"Vareebadd Phone,USB-C Charging Cable"
3251,251280,Vareebadd Phone,1,400.0,2019-09-18 14:23:00,"709 Ridge St, San Francisco, CA 94016",400.0,September, San Francisco,14,"Vareebadd Phone,Bose SoundSport Headphones"
3269,251297,iPhone,1,700.0,2019-09-13 19:25:00,"390 River St, Portland, OR 97035",700.0,September, Portland,19,"iPhone,Wired Headphones"
3305,251332,Wired Headphones,1,11.99,2019-09-26 20:05:00,"765 Ridge St, San Francisco, CA 94016",11.99,September, San Francisco,20,"Wired Headphones,Lightning Charging Cable"
3324,251350,Vareebadd Phone,1,400.0,2019-09-02 09:49:00,"641 2nd St, New York City, NY 10001",400.0,September, New York City,9,"Vareebadd Phone,Wired Headphones"
3378,251403,Google Phone,1,600.0,2019-09-03 16:36:00,"117 Adams St, New York City, NY 10001",600.0,September, New York City,16,"Google Phone,USB-C Charging Cable"
3404,251428,Lightning Charging Cable,1,14.95,2019-09-17 02:08:00,"348 Hill St, San Francisco, CA 94016",14.95,September, San Francisco,2,"Lightning Charging Cable,LG Washing Machine"
3444,251467,AA Batteries (4-pack),2,3.84,2019-09-21 11:52:00,"533 1st St, Los Angeles, CA 90001",7.68,September, Los Angeles,11,"AA Batteries (4-pack),ThinkPad Laptop"
3450,251472,iPhone,1,700.0,2019-09-15 13:54:00,"853 Madison St, Austin, TX 73301",700.0,September, Austin,13,"iPhone,Wired Headphones"
3485,251506,iPhone,1,700.0,2019-09-25 18:50:00,"601 Lakeview St, Seattle, WA 98101",700.0,September, Seattle,18,"iPhone,Lightning Charging Cable"
3505,251525,20in Monitor,1,109.99,2019-09-18 17:47:00,"690 Lincoln St, Austin, TX 73301",109.99,September, Austin,17,"20in Monitor,Lightning Charging Cable"
3597,251616,Apple Airpods Headphones,1,150.0,2019-09-15 17:54:00,"370 Wilson St, Dallas, TX 75001",150.0,September, Dallas,17,"Apple Airpods Headphones,iPhone"
3672,251690,Google Phone,1,600.0,2019-09-17 10:48:00,"941 Lakeview St, Los Angeles, CA 90001",600.0,September, Los Angeles,10,"Google Phone,Wired Headphones"
3733,251750,iPhone,1,700.0,2019-09-28 15:49:00,"235 Elm St, New York City, NY 10001",700.0,September, New York City,15,"iPhone,Apple Airpods Headphones"
3802,251818,27in FHD Monitor,1,149.99,2019-09-30 07:39:00,"412 2nd St, Portland, OR 97035",149.99,September, Portland,7,"27in FHD Monitor,Flatscreen TV"
3905,251920,Google Phone,1,600.0,2019-09-08 19:25:00,"682 Lincoln St, Seattle, WA 98101",600.0,September, Seattle,19,"Google Phone,USB-C Charging Cable"
3907,251921,USB-C Charging Cable,1,11.95,2019-09-09 08:39:00,"10 Cedar St, San Francisco, CA 94016",11.95,September, San Francisco,8,"USB-C Charging Cable,AAA Batteries (4-pack)"
3944,251957,Google Phone,1,600.0,2019-09-07 10:42:00,"799 7th St, Seattle, WA 98101",600.0,September, Seattle,10,"Google Phone,USB-C Charging Cable"
4011,252023,Bose SoundSport Headphones,1,99.99,2019-09-17 17:28:00,"110 Ridge St, Seattle, WA 98101",99.99,September, Seattle,17,"Bose SoundSport Headphones,Wired Headphones"
4022,252033,Vareebadd Phone,1,400.0,2019-09-09 22:50:00,"54 Cedar St, Los Angeles, CA 90001",400.0,September, Los Angeles,22,"Vareebadd Phone,Bose SoundSport Headphones"
4028,252038,34in Ultrawide Monitor,1,379.99,2019-09-15 17:47:00,"262 2nd St, Los Angeles, CA 90001",379.99,September, Los Angeles,17,"34in Ultrawide Monitor,iPhone"
4049,252058,iPhone,1,700.0,2019-09-07 16:18:00,"145 6th St, San Francisco, CA 94016",700.0,September, San Francisco,16,"iPhone,Lightning Charging Cable"
4094,252102,Wired Headphones,2,11.99,2019-09-18 13:32:00,"64 Johnson St, Dallas, TX 75001",23.98,September, Dallas,13,"Wired Headphones,AA Batteries (4-pack)"
4106,252113,iPhone,1,700.0,2019-09-19 21:51:00,"180 Johnson St, Boston, MA 02215",700.0,September, Boston,21,"iPhone,Wired Headphones"
4126,252132,iPhone,1,700.0,2019-09-20 12:29:00,"569 Cedar St, New York City, NY 10001",700.0,September, New York City,12,"iPhone,Apple Airpods Headphones"
4162,252167,Wired Headphones,1,11.99,2019-09-28 22:57:00,"839 Hickory St, Boston, MA 02215",11.99,September, Boston,22,"Wired Headphones,Google Phone"
4176,252180,Vareebadd Phone,1,400.0,2019-09-02 20:19:00,"731 Park St, Atlanta, GA 30301",400.0,September, Atlanta,20,"Vareebadd Phone,USB-C Charging Cable"
4246,252249,AA Batteries (4-pack),3,3.84,2019-09-25 18:13:00,"528 4th St, Dallas, TX 75001",11.52,September, Dallas,18,"AA Batteries (4-pack),Flatscreen TV"
4251,252253,Apple Airpods Headphones,1,150.0,2019-09-28 19:27:00,"370 Madison St, Seattle, WA 98101",150.0,September, Seattle,19,"Apple Airpods Headphones,Wired Headphones"
4281,252282,iPhone,1,700.0,2019-09-04 18:35:00,"943 Park St, San Francisco, CA 94016",700.0,September, San Francisco,18,"iPhone,Apple Airpods Headphones"
4305,252305,Vareebadd Phone,1,400.0,2019-09-15 23:05:00,"866 6th St, San Francisco, CA 94016",400.0,September, San Francisco,23,"Vareebadd Phone,USB-C Charging Cable"
4316,252315,iPhone,1,700.0,2019-09-15 23:41:00,"640 Forest St, Seattle, WA 98101",700.0,September, Seattle,23,"iPhone,Apple Airpods Headphones,Wired Headphones"
4331,252328,Bose SoundSport Headphones,1,99.99,2019-09-17 12:40:00,"323 Lakeview St, Los Angeles, CA 90001",99.99,September, Los Angeles,12,"Bose SoundSport Headphones,27in FHD Monitor"
4350,252346,Apple Airpods Headphones,1,150.0,2019-09-07 18:42:00,"34 South St, Portland, OR 97035",150.0,September, Portland,18,"Apple Airpods Headphones,Lightning Charging Cable"
4388,252383,Flatscreen TV,1,300.0,2019-09-11 14:02:00,"747 6th St, New York City, NY 10001",300.0,September, New York City,14,"Flatscreen TV,Lightning Charging Cable"
4405,252399,Macbook Pro Laptop,1,1700.0,2019-09-18 14:22:00,"635 Hill St, Dallas, TX 75001",1700.0,September, Dallas,14,"Macbook Pro Laptop,AA Batteries (4-pack)"
4444,252437,Apple Airpods Headphones,1,150.0,2019-09-22 16:37:00,"300 Spruce St, Seattle, WA 98101",150.0,September, Seattle,16,"Apple Airpods Headphones,34in Ultrawide Monitor"
4528,252520,Wired Headphones,1,11.99,2019-09-11 10:38:00,"147 2nd St, Austin, TX 73301",11.99,September, Austin,10,"Wired Headphones,AAA Batteries (4-pack)"
4546,252537,Wired Headphones,1,11.99,2019-09-18 21:37:00,"558 6th St, San Francisco, CA 94016",11.99,September, San Francisco,21,"Wired Headphones,Wired Headphones"
4548,252538,iPhone,1,700.0,2019-09-23 21:08:00,"829 Chestnut St, Boston, MA 02215",700.0,September, Boston,21,"iPhone,Apple Airpods Headphones"
4565,252554,Vareebadd Phone,1,400.0,2019-09-17 10:35:00,"886 10th St, Boston, MA 02215",400.0,September, Boston,10,"Vareebadd Phone,USB-C Charging Cable"
